IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,DIM_AMR_GLASS_AWARE,RATE_PER_100_N
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,616,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Poland,ACCESS,61.5617
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,620,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Portugal,ACCESS,60.3038
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,626,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Timor-Leste,ACCESS,85.2498
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,642,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Romania,ACCESS,56.5944
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,643,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Russian Federation,ACCESS,51.8105
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,705,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Slovenia,ACCESS,63.1096
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,724,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Spain,ACCESS,63.3629
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,752,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Sweden,ACCESS,77.9609
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,756,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Switzerland,ACCESS,58.7873
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,762,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Tajikistan,ACCESS,61.707
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,788,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Tunisia,ACCESS,76.3168
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2016,YEAR,804,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Ukraine,ACCESS,53.8566
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,40,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Austria,ACCESS,58.5349
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,50,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Bangladesh,ACCESS,48.1279
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,51,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Armenia,ACCESS,66.7222
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,56,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Belgium,ACCESS,63.24
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,112,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Belarus,ACCESS,62.2855
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,191,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Croatia,ACCESS,63.6358
19E688DGLASSAMC_AWARE,GLASSAMC_AWARE,19E688D,GLASSAMC_AWARE,2017,YEAR,196,COUNTRY,PUBLISHED,Antibiotic consumption pattern,Cyprus,ACCESS,49.1911
