IND_ID,IND_CODE,IND_UUID,IND_PER_CODE,DIM_TIME,DIM_TIME_TYPE,DIM_GEO_CODE_M49,DIM_GEO_CODE_TYPE,DIM_PUBLISH_STATE_CODE,IND_NAME,GEO_NAME_SHORT,RATE_PER_100_N
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,070,COUNTRY,PUBLISHED,MRSA infections,Bosnia and Herzegovina,10.55
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,076,COUNTRY,PUBLISHED,MRSA infections,Brazil,20.56
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,096,COUNTRY,PUBLISHED,MRSA infections,Brunei Darussalam,12.3
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,104,COUNTRY,PUBLISHED,MRSA infections,Myanmar,55.61
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,144,COUNTRY,PUBLISHED,MRSA infections,Sri Lanka,55.99
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,191,COUNTRY,PUBLISHED,MRSA infections,Croatia,24.86
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,196,COUNTRY,PUBLISHED,MRSA infections,Cyprus,100.0
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,203,COUNTRY,PUBLISHED,MRSA infections,Czechia,12.52
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,246,COUNTRY,PUBLISHED,MRSA infections,Finland,2.07
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,250,COUNTRY,PUBLISHED,MRSA infections,France,12.52
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,268,COUNTRY,PUBLISHED,MRSA infections,Georgia,12.52
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,275,NATIONAL LIBERATION MOVEMENT,PUBLISHED,MRSA infections,"occupied Palestinian territory, including east Jerusalem",81.78
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,276,COUNTRY,PUBLISHED,MRSA infections,Germany,6.8
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,300,COUNTRY,PUBLISHED,MRSA infections,Greece,43.41
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,356,COUNTRY,PUBLISHED,MRSA infections,India,60.61
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,360,COUNTRY,PUBLISHED,MRSA infections,Indonesia,39.85
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,364,COUNTRY,PUBLISHED,MRSA infections,Iran (Islamic Republic of),39.08
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,372,COUNTRY,PUBLISHED,MRSA infections,Ireland,14.96
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,380,COUNTRY,PUBLISHED,MRSA infections,Italy,38.75
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,392,COUNTRY,PUBLISHED,MRSA infections,Japan,36.42
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,400,COUNTRY,PUBLISHED,MRSA infections,Jordan,72.39
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,410,COUNTRY,PUBLISHED,MRSA infections,Republic of Korea,48.61
5DD9606AMR_INFECT_MRSA,AMR_INFECT_MRSA,5DD9606,AMR_INFECT_MRSA,2019,YEAR,418,COUNTRY,PUBLISHED,MRSA infections,Lao People's Democratic Republic,6.06
